student_id,gender,age,class_level,attendance_rate,math_score,english_score,science_score,study_hours,parental_support,food_security,at_risk
STUD04831,Male,16,JSS3,95.0,53.9,75.4,73.1,18,Yes,Yes,No
STUD04832,Male,18,JSS1,77.1,54.1,58.0,57.3,23,Yes,No,No
STUD04833,Male,11,SS3,98.7,51.0,44.6,55.0,21,Yes,No,No
STUD04834,Male,20,JSS3,98.6,58.9,76.8,59.0,8,No,Yes,No
STUD04835,Female,12,JSS1,86.7,53.9,55.9,72.8,3,Yes,Yes,No
STUD04836,Male,20,SS2,93.1,58.8,75.9,63.4,4,Yes,Yes,No
STUD04837,Female,19,SS2,79.4,55.6,54.2,38.1,22,Yes,Yes,No
STUD04838,Male,15,SS3,67.4,66.2,49.8,66.6,1,Yes,Yes,No
STUD04839,Female,17,JSS1,83.9,70.3,64.4,36.9,12,No,Yes,No
STUD04840,Female,10,SS2,69.3,51.8,59.1,69.2,1,Yes,Yes,No
STUD04841,Female,15,JSS1,73.8,69.8,34.4,56.1,21,No,Yes,No
STUD04842,Female,14,SS1,81.2,66.8,53.7,76.8,1,Yes,Yes,No
STUD04843,Female,20,JSS3,100.0,58.4,76.4,69.2,6,Yes,Yes,No
STUD04844,Female,15,JSS3,66.8,42.4,62.6,58.7,24,Yes,Yes,No
STUD04845,Female,14,JSS3,90.6,43.1,68.6,53.9,15,No,Yes,No
STUD04846,Male,15,JSS1,100.0,59.4,74.3,35.1,4,No,Yes,No
STUD04847,Male,16,SS2,98.5,36.1,56.2,61.2,7,No,Yes,No
STUD04848,Male,11,SS2,77.0,82.0,80.0,63.7,20,Yes,Yes,No
STUD04849,Male,13,SS1,76.8,62.7,44.9,39.0,17,Yes,Yes,No
STUD04850,Female,14,SS2,70.9,48.0,71.1,69.6,2,Yes,No,No
STUD04851,Female,14,SS3,80.6,63.4,57.5,53.6,18,Yes,Yes,No
STUD04852,Female,17,SS2,100.0,58.1,50.0,39.0,2,No,Yes,No
STUD04853,Female,10,SS1,84.2,63.7,71.9,54.3,8,Yes,Yes,No
STUD04854,Male,15,JSS3,99.4,65.7,33.9,59.6,2,No,Yes,No
STUD04855,Male,20,SS1,62.7,74.2,74.2,54.2,8,Yes,Yes,No
STUD04856,Female,13,SS3,69.9,59.2,50.1,52.5,14,No,Yes,No
STUD04857,Female,18,SS3,75.1,79.1,72.7,63.2,10,No,Yes,No
STUD04858,Male,16,JSS2,93.5,54.6,39.7,68.8,13,Yes,Yes,No
STUD04859,Male,12,JSS1,75.9,75.4,78.1,62.2,23,No,Yes,No
STUD04860,Female,11,JSS2,80.8,65.2,74.6,79.8,17,No,Yes,No
STUD04861,Male,13,JSS1,71.1,44.9,59.5,82.5,12,No,Yes,No
STUD04862,Female,17,JSS3,84.0,38.9,66.4,79.5,0,No,No,No
STUD04863,Female,11,SS3,86.7,53.7,58.2,79.3,6,Yes,Yes,No
STUD04864,Male,11,SS1,100.0,25.1,42.0,60.5,7,Yes,Yes,Yes
STUD04865,Female,13,SS2,89.7,32.6,31.6,61.5,0,No,Yes,Yes
STUD04866,Female,19,SS1,93.4,79.8,73.2,62.3,21,Yes,Yes,No
STUD04867,Female,18,SS1,93.3,69.7,66.9,72.1,20,Yes,Yes,No
STUD04868,Male,19,SS3,81.1,67.0,55.6,62.7,3,No,Yes,No
STUD04869,Male,10,SS2,100.0,69.7,70.9,35.0,5,Yes,Yes,No
STUD04870,Male,18,JSS1,90.6,60.5,74.5,73.4,11,No,Yes,No
STUD04871,Female,16,JSS2,75.9,53.5,56.7,28.9,10,Yes,Yes,No
STUD04872,Female,12,SS2,90.4,64.3,54.2,61.0,1,Yes,Yes,No
STUD04873,Male,15,JSS3,90.0,64.7,62.5,53.2,8,Yes,Yes,No
STUD04874,Male,12,JSS3,87.5,71.4,58.0,64.2,6,Yes,Yes,No
STUD04875,Female,12,JSS3,100.0,67.5,32.5,39.2,22,No,Yes,No
STUD04876,Female,19,JSS2,91.4,46.4,50.9,48.9,16,Yes,Yes,No
STUD04877,Female,10,JSS2,85.8,31.1,76.7,47.8,18,Yes,Yes,No
STUD04878,Male,16,JSS1,72.3,51.7,73.9,43.4,0,Yes,Yes,No
STUD04879,Male,11,SS2,82.0,59.7,64.2,68.9,4,Yes,Yes,No
STUD04880,Male,20,JSS1,100.0,70.5,61.2,56.8,6,Yes,Yes,No
STUD04881,Female,20,SS3,79.3,27.7,63.9,46.8,14,Yes,Yes,No
STUD04882,Female,11,JSS1,84.5,57.8,64.7,64.6,15,No,Yes,No
STUD04883,Female,13,SS3,89.8,45.3,43.2,61.9,2,No,No,No
STUD04884,Male,12,JSS1,74.4,74.3,55.1,83.9,12,Yes,Yes,No
STUD04885,Female,19,SS2,95.8,68.4,46.4,66.0,15,No,Yes,No
STUD04886,Female,12,JSS2,82.3,79.8,68.6,62.2,6,Yes,Yes,No
STUD04887,Female,18,SS1,76.8,74.7,73.5,69.1,14,Yes,No,No
STUD04888,Female,18,JSS3,48.2,46.5,71.8,37.1,8,Yes,No,Yes
STUD04889,Female,12,JSS2,89.2,63.5,51.4,69.4,23,Yes,Yes,No
STUD04890,Female,14,JSS3,73.3,74.7,60.8,59.2,16,Yes,Yes,No
STUD04891,Male,15,JSS1,100.0,32.8,40.8,50.3,5,No,Yes,Yes
STUD04892,Male,19,SS1,90.8,57.2,100.0,53.0,10,No,No,No
STUD04893,Female,11,JSS1,65.8,58.7,63.4,51.9,10,Yes,Yes,No
STUD04894,Male,17,SS1,97.6,67.9,66.1,59.0,17,Yes,Yes,No
STUD04895,Male,14,SS3,90.3,60.0,58.0,63.1,12,No,Yes,No
STUD04896,Male,10,JSS1,88.7,66.6,44.8,56.4,3,Yes,Yes,No
STUD04897,Female,11,SS1,97.0,51.7,86.1,38.5,16,No,Yes,No
STUD04898,Female,15,SS1,81.6,73.1,76.6,63.6,15,Yes,Yes,No
STUD04899,Male,18,JSS3,76.0,66.9,54.8,61.2,19,Yes,Yes,No
STUD04900,Male,12,SS1,73.6,68.9,72.5,34.9,22,No,Yes,No
STUD04901,Male,18,JSS2,77.6,75.3,68.0,48.2,23,Yes,No,No
STUD04902,Male,12,SS2,79.4,57.6,41.7,75.0,10,Yes,Yes,No
STUD04903,Male,10,JSS3,67.6,55.6,85.0,23.1,21,No,Yes,No
STUD04904,Male,14,JSS3,73.1,80.5,66.3,76.4,7,Yes,Yes,No
STUD04905,Female,17,JSS2,89.8,59.5,54.7,35.7,22,No,Yes,No
STUD04906,Male,20,SS3,65.2,86.0,50.1,62.5,19,Yes,No,No
STUD04907,Male,10,SS3,100.0,67.0,25.1,46.2,22,Yes,Yes,No
STUD04908,Female,18,SS1,94.1,48.6,64.7,82.7,14,Yes,Yes,No
STUD04909,Male,12,SS1,76.8,80.4,62.2,43.3,3,Yes,Yes,No
STUD04910,Female,18,SS3,64.5,89.7,74.0,62.7,5,Yes,Yes,No
STUD04911,Male,11,JSS2,86.6,49.8,64.4,41.5,1,Yes,Yes,No
STUD04912,Female,13,SS3,94.2,43.5,53.7,76.3,17,No,Yes,No
STUD04913,Female,18,SS3,79.8,29.6,50.8,74.6,22,No,Yes,No
STUD04914,Female,16,SS2,81.7,69.1,60.6,36.7,5,Yes,Yes,No
STUD04915,Male,17,SS3,77.1,70.3,84.9,100.0,24,No,No,No
STUD04916,Female,15,JSS2,100.0,49.6,66.4,57.8,15,Yes,Yes,No
STUD04917,Male,12,SS3,81.5,57.2,47.2,67.1,1,No,No,No
STUD04918,Female,11,JSS1,87.8,56.1,43.1,37.0,8,No,Yes,No
STUD04919,Male,15,JSS1,79.5,28.0,52.3,40.6,16,Yes,No,Yes
STUD04920,Male,19,JSS3,87.3,84.7,76.7,75.2,5,Yes,Yes,No
STUD04921,Female,10,JSS2,80.4,51.8,46.6,62.4,1,Yes,No,No
STUD04922,Male,10,SS2,72.1,51.7,56.9,62.3,2,Yes,Yes,No
STUD04923,Female,13,JSS2,83.9,64.0,54.4,33.9,3,Yes,Yes,No
STUD04924,Male,16,JSS2,68.3,78.5,76.3,58.0,18,Yes,Yes,No
STUD04925,Male,11,JSS3,92.9,55.2,46.5,67.3,24,Yes,Yes,No
STUD04926,Male,10,JSS2,97.1,70.4,60.0,54.8,17,Yes,No,No
STUD04927,Male,20,JSS2,63.4,93.7,67.8,66.2,23,Yes,Yes,No
STUD04928,Male,14,JSS3,97.5,48.6,74.7,55.2,20,Yes,Yes,No
STUD04929,Male,14,SS2,85.2,63.9,65.4,53.4,24,Yes,Yes,No
STUD04930,Female,13,SS1,100.0,54.6,68.3,57.1,20,Yes,Yes,No
STUD04931,Female,18,SS2,95.9,93.7,71.1,41.5,17,Yes,Yes,No
STUD04932,Female,10,JSS2,69.6,58.9,76.0,54.9,23,No,No,No
STUD04933,Male,14,JSS3,84.7,76.6,40.9,65.2,24,Yes,Yes,No
STUD04934,Male,13,JSS2,100.0,65.2,55.8,63.2,24,Yes,Yes,No
STUD04935,Male,10,SS3,93.0,40.4,65.8,31.1,5,Yes,Yes,No
STUD04936,Female,19,JSS3,82.3,55.0,55.1,54.0,16,Yes,Yes,No
STUD04937,Male,15,SS3,83.1,94.3,53.6,56.7,16,No,Yes,No
STUD04938,Male,11,JSS3,67.7,48.8,64.2,72.0,24,Yes,Yes,No
STUD04939,Male,11,JSS3,66.5,54.0,67.7,60.0,24,Yes,Yes,No
STUD04940,Female,10,JSS1,81.4,46.8,92.4,56.8,16,Yes,Yes,No
STUD04941,Male,19,SS1,100.0,59.8,66.6,44.9,10,Yes,Yes,No
STUD04942,Male,15,JSS2,79.7,51.6,58.0,68.1,11,Yes,Yes,No
STUD04943,Male,18,SS3,75.6,45.8,68.6,62.5,19,No,Yes,No
STUD04944,Male,10,SS1,73.9,69.6,58.4,64.0,17,No,Yes,No
STUD04945,Male,14,JSS3,46.5,47.3,86.2,61.5,12,No,Yes,Yes
STUD04946,Female,18,JSS2,78.1,71.0,59.2,56.0,1,No,Yes,No
STUD04947,Female,20,SS1,90.4,50.0,71.3,59.7,22,Yes,Yes,No
STUD04948,Male,17,JSS1,71.1,50.5,65.2,64.0,12,No,Yes,No
STUD04949,Female,19,SS1,83.6,37.6,76.1,43.5,13,Yes,Yes,No
STUD04950,Male,10,JSS2,85.8,51.7,37.5,79.5,23,Yes,Yes,No
STUD04951,Female,19,JSS3,78.2,91.0,50.0,47.0,13,Yes,Yes,No
STUD04952,Male,20,JSS2,88.7,60.0,54.1,52.0,10,No,Yes,No
STUD04953,Male,16,JSS1,100.0,82.7,66.1,54.4,18,Yes,Yes,No
STUD04954,Male,12,JSS3,76.8,67.3,45.5,48.6,1,No,Yes,No
STUD04955,Male,19,SS3,76.4,74.5,37.4,64.5,24,Yes,Yes,No
STUD04956,Male,11,SS2,88.1,53.9,50.6,72.9,2,Yes,Yes,No
STUD04957,Male,12,JSS2,85.0,50.3,69.5,43.1,16,Yes,Yes,No
STUD04958,Male,18,SS2,90.4,74.4,66.9,58.4,20,Yes,Yes,No
STUD04959,Male,15,SS3,78.3,53.6,84.0,14.5,21,No,Yes,No
STUD04960,Male,14,JSS2,74.4,57.6,56.1,47.4,14,Yes,Yes,No
STUD04961,Male,10,JSS1,89.9,63.9,63.4,60.5,9,Yes,Yes,No
STUD04962,Male,15,SS2,66.0,82.1,65.6,72.4,12,No,Yes,No
STUD04963,Female,20,JSS3,100.0,93.6,72.8,34.2,16,Yes,Yes,No
STUD04964,Male,15,JSS3,97.1,60.7,100.0,72.5,5,No,Yes,No
STUD04965,Female,18,JSS3,65.0,69.5,75.5,18.8,5,No,No,No
STUD04966,Female,18,SS1,70.4,68.5,55.3,78.9,14,No,Yes,No
STUD04967,Female,16,SS3,99.2,56.6,62.0,62.7,14,No,Yes,No
STUD04968,Male,12,JSS3,80.6,57.9,17.5,76.1,15,Yes,No,No
STUD04969,Female,13,JSS2,76.9,83.2,45.8,65.2,16,No,Yes,No
STUD04970,Female,14,SS2,81.3,59.2,59.3,47.3,4,Yes,Yes,No
STUD04971,Male,12,SS2,81.8,23.7,67.2,56.5,21,No,No,No
STUD04972,Female,20,SS2,89.8,72.7,69.3,41.5,24,Yes,Yes,No
STUD04973,Female,17,JSS1,89.3,56.8,75.9,63.1,13,Yes,No,No
STUD04974,Female,16,JSS2,73.4,67.2,53.8,42.3,13,Yes,Yes,No
STUD04975,Female,13,JSS2,66.7,47.5,65.2,59.1,0,Yes,Yes,No
STUD04976,Male,18,JSS1,74.4,62.6,67.0,51.4,3,Yes,No,No
STUD04977,Female,16,SS1,100.0,56.1,30.6,61.5,9,Yes,No,No
STUD04978,Male,16,JSS2,95.7,68.2,63.5,26.5,9,Yes,No,No
STUD04979,Male,15,SS1,83.8,71.5,72.9,53.7,1,No,Yes,No
STUD04980,Male,19,JSS1,78.6,46.9,39.0,65.9,18,Yes,Yes,No
STUD04981,Female,13,SS2,67.6,60.0,60.4,74.7,16,Yes,Yes,No
STUD04982,Female,13,SS2,91.3,60.0,49.5,75.7,17,Yes,Yes,No
STUD04983,Female,13,JSS2,70.7,56.8,82.9,54.3,0,Yes,Yes,No
STUD04984,Male,13,JSS2,81.6,63.7,72.5,59.2,21,Yes,Yes,No
STUD04985,Female,17,SS3,95.6,84.6,25.8,66.9,22,No,No,No
STUD04986,Male,20,SS3,82.6,50.1,53.6,46.1,11,No,Yes,No
STUD04987,Male,13,SS1,89.2,61.5,64.9,84.1,24,Yes,Yes,No
STUD04988,Female,18,JSS3,94.4,46.0,71.9,33.9,8,Yes,Yes,No
STUD04989,Female,11,SS1,90.5,35.6,62.5,45.9,15,Yes,Yes,No
STUD04990,Male,15,SS2,94.4,36.3,49.7,70.9,21,Yes,Yes,No
STUD04991,Male,20,JSS2,93.2,44.0,44.2,65.6,10,Yes,Yes,No
STUD04992,Female,10,SS3,92.5,62.4,66.3,83.7,10,Yes,Yes,No
STUD04993,Female,10,SS3,81.8,65.7,75.4,94.0,23,Yes,No,No
STUD04994,Male,19,JSS2,96.0,63.7,94.6,86.4,23,No,Yes,No
STUD04995,Female,12,SS1,97.9,44.2,55.0,92.9,0,Yes,Yes,No
STUD04996,Male,15,JSS2,74.8,70.4,50.6,25.9,4,Yes,No,No
STUD04997,Male,11,JSS1,95.4,71.5,33.9,57.3,19,No,Yes,No
STUD04998,Male,14,SS3,100.0,56.2,66.1,47.7,8,No,Yes,No
STUD04999,Female,18,SS2,89.0,70.6,67.4,28.9,13,Yes,Yes,No
STUD05000,Male,19,JSS1,92.4,56.0,95.0,81.4,24,No,No,No
STUD05001,Female,17,JSS1,80.6,48.1,66.9,49.3,4,Yes,Yes,No
STUD05002,Female,14,SS3,71.5,51.4,75.3,48.1,3,No,Yes,No
STUD05003,Female,20,SS3,92.3,24.4,54.5,41.3,9,Yes,Yes,Yes
STUD05004,Female,12,SS3,74.0,16.4,60.4,40.9,3,No,Yes,Yes
STUD05005,Male,14,SS3,73.4,65.8,67.9,71.0,16,No,No,No
STUD05006,Male,14,SS2,78.5,48.8,57.4,50.8,10,No,No,No
STUD05007,Female,14,SS1,82.7,71.5,52.3,66.8,13,Yes,Yes,No
STUD05008,Male,14,JSS2,70.7,68.6,47.4,55.5,15,No,Yes,No
STUD05009,Male,16,JSS1,81.3,68.8,82.5,86.3,24,Yes,Yes,No
STUD05010,Male,11,SS1,100.0,58.6,91.8,50.4,1,No,Yes,No
STUD05011,Male,14,SS1,85.7,58.3,43.6,33.8,6,No,Yes,No
STUD05012,Female,11,JSS1,100.0,75.8,72.4,82.2,6,No,Yes,No
STUD05013,Female,12,SS3,81.9,57.0,77.8,38.6,23,Yes,Yes,No
STUD05014,Male,11,SS2,77.4,51.4,61.4,67.1,15,Yes,Yes,No
STUD05015,Male,10,SS2,82.5,71.0,79.0,76.4,17,No,Yes,No
STUD05016,Male,18,SS2,80.4,64.9,82.8,80.9,11,Yes,Yes,No
STUD05017,Female,14,JSS1,99.9,43.3,52.3,71.6,11,No,Yes,No
STUD05018,Male,19,SS1,95.1,38.4,77.4,55.0,12,Yes,Yes,No
STUD05019,Male,12,JSS3,70.3,50.1,35.8,56.9,1,Yes,Yes,No
STUD05020,Male,13,SS2,93.0,23.0,72.0,30.7,17,Yes,Yes,Yes
STUD05021,Male,15,SS1,100.0,39.4,45.1,84.9,17,Yes,Yes,No
STUD05022,Female,13,JSS1,82.5,54.9,54.6,44.0,11,Yes,Yes,No
STUD05023,Female,20,SS1,53.8,92.5,85.8,59.7,1,Yes,Yes,Yes
STUD05024,Male,16,JSS1,93.8,54.4,54.5,52.2,13,Yes,Yes,No
STUD05025,Male,14,SS2,100.0,100.0,74.4,47.9,19,No,Yes,No
STUD05026,Female,15,SS3,100.0,70.5,61.3,43.6,21,Yes,Yes,No
STUD05027,Female,11,SS1,84.9,54.6,39.9,48.4,12,Yes,Yes,No
STUD05028,Male,18,JSS1,90.0,35.2,56.6,50.5,21,No,Yes,No
STUD05029,Male,12,SS3,80.5,65.8,68.8,61.0,19,No,Yes,No
STUD05030,Male,10,SS2,99.4,67.0,73.8,60.6,9,Yes,Yes,No
STUD05031,Male,11,JSS1,93.3,52.7,37.3,79.8,12,Yes,Yes,No
STUD05032,Male,17,JSS2,83.7,50.7,59.4,52.1,5,No,Yes,No
STUD05033,Male,10,JSS1,100.0,48.9,55.2,46.5,5,Yes,Yes,No
STUD05034,Male,18,JSS2,82.6,51.6,63.1,45.5,3,Yes,Yes,No
STUD05035,Male,20,SS2,79.3,55.4,64.5,70.7,1,No,Yes,No
STUD05036,Female,15,SS1,90.2,65.0,57.6,71.5,2,Yes,Yes,No
STUD05037,Female,18,JSS3,72.5,82.4,57.9,62.1,7,Yes,Yes,No
STUD05038,Female,11,SS1,79.2,73.1,51.2,56.5,4,Yes,Yes,No
STUD05039,Female,10,JSS2,93.2,41.1,67.1,66.9,2,Yes,No,No
STUD05040,Male,14,JSS3,94.3,68.1,53.0,70.2,24,Yes,Yes,No
STUD05041,Male,11,SS2,96.2,47.3,62.2,65.5,11,Yes,Yes,No
STUD05042,Female,12,JSS1,77.0,27.9,55.6,100.0,10,Yes,No,No
STUD05043,Male,18,SS2,84.4,79.7,72.1,66.3,14,No,Yes,No
STUD05044,Female,17,SS1,76.6,60.2,51.3,32.7,22,Yes,Yes,No
STUD05045,Male,20,JSS3,64.5,40.3,66.7,40.8,16,No,Yes,No
STUD05046,Male,10,JSS3,78.9,54.7,67.8,68.1,8,No,Yes,No
STUD05047,Female,15,JSS1,73.5,39.1,63.2,61.6,24,Yes,Yes,No
STUD05048,Male,11,JSS3,75.1,53.3,51.9,46.1,15,Yes,Yes,No
STUD05049,Female,12,SS1,78.7,57.1,73.8,50.5,17,Yes,Yes,No
STUD05050,Female,12,SS1,77.4,44.9,56.6,63.1,14,No,Yes,No
STUD05051,Male,11,SS3,70.8,82.6,31.7,32.9,12,Yes,Yes,No
STUD05052,Female,17,JSS3,100.0,76.9,73.1,55.1,20,No,Yes,No
STUD05053,Male,18,JSS3,82.6,69.7,74.4,26.5,19,No,No,No
STUD05054,Female,13,JSS2,95.5,58.8,54.2,90.3,17,Yes,Yes,No
STUD05055,Male,14,JSS3,77.0,58.7,71.4,61.2,21,No,Yes,No
STUD05056,Male,14,JSS1,85.2,61.7,42.7,24.4,12,Yes,Yes,Yes
STUD05057,Female,17,JSS3,100.0,51.7,78.9,67.5,13,Yes,No,No
STUD05058,Female,15,SS1,85.7,100.0,64.9,16.8,23,Yes,Yes,No
STUD05059,Female,17,SS3,79.3,85.7,60.2,50.8,14,No,Yes,No
STUD05060,Male,14,JSS3,94.6,47.6,65.2,76.2,7,No,Yes,No
STUD05061,Male,18,SS2,74.6,70.7,46.3,90.4,22,No,Yes,No
STUD05062,Female,15,JSS3,72.3,60.9,78.0,58.9,23,Yes,No,No
STUD05063,Male,13,JSS3,74.2,49.7,55.6,32.4,6,Yes,No,No
STUD05064,Male,12,SS2,65.8,83.2,54.6,69.8,8,Yes,No,No
STUD05065,Male,11,JSS3,90.2,39.6,65.8,60.6,17,No,No,No
STUD05066,Male,18,SS2,66.3,100.0,56.7,42.0,2,No,Yes,No
STUD05067,Female,19,JSS2,77.8,68.4,69.6,46.2,16,No,Yes,No
STUD05068,Male,12,SS3,92.9,72.3,73.8,37.8,17,Yes,Yes,No
STUD05069,Male,20,SS1,83.7,37.2,67.7,45.6,13,Yes,Yes,No
STUD05070,Male,13,SS2,91.1,62.0,77.2,71.8,6,No,Yes,No
STUD05071,Female,18,SS3,89.0,45.0,74.9,74.0,19,No,Yes,No
STUD05072,Male,13,SS1,62.0,59.9,73.4,24.4,7,Yes,Yes,No
STUD05073,Male,12,SS3,87.3,62.1,61.8,31.7,9,Yes,Yes,No
STUD05074,Male,13,SS2,95.5,55.7,59.4,71.3,21,No,Yes,No
STUD05075,Male,11,SS3,93.5,56.3,65.7,52.5,5,Yes,Yes,No
STUD05076,Female,13,JSS3,75.2,42.3,66.0,56.3,19,Yes,Yes,No
STUD05077,Male,14,JSS3,97.5,77.4,49.9,55.2,6,No,Yes,No
STUD05078,Female,12,JSS1,95.2,77.8,88.0,74.0,19,Yes,Yes,No
STUD05079,Female,11,SS1,95.8,63.7,61.2,26.0,7,Yes,Yes,No
STUD05080,Female,16,SS2,88.9,57.1,77.3,47.0,13,Yes,No,No
STUD05081,Male,13,SS1,74.5,81.2,66.9,39.3,0,Yes,No,No
STUD05082,Female,18,SS2,60.4,66.2,44.7,46.7,20,Yes,Yes,No
STUD05083,Female,20,JSS2,85.5,57.0,52.0,80.8,15,No,Yes,No
STUD05084,Male,17,JSS1,77.0,42.7,66.7,61.4,3,No,Yes,No
STUD05085,Male,19,JSS2,96.6,85.1,77.6,65.6,9,Yes,Yes,No
STUD05086,Male,12,SS1,56.5,64.8,43.7,65.8,16,Yes,Yes,Yes
STUD05087,Male,10,JSS3,78.8,48.4,68.3,49.3,14,Yes,Yes,No
STUD05088,Female,17,JSS3,76.2,60.2,68.9,78.0,1,Yes,Yes,No
STUD05089,Female,16,JSS1,93.5,64.6,78.9,66.7,13,Yes,Yes,No
STUD05090,Female,12,SS2,83.7,41.2,63.7,47.6,22,Yes,Yes,No
STUD05091,Male,13,JSS2,99.3,58.5,55.9,30.7,2,Yes,Yes,No
STUD05092,Female,10,JSS3,95.4,47.6,68.5,60.4,12,No,No,No
STUD05093,Female,15,JSS2,72.6,50.4,74.6,50.1,10,Yes,Yes,No
STUD05094,Male,10,SS2,92.3,75.9,69.2,61.4,21,Yes,Yes,No
STUD05095,Female,16,JSS1,98.2,52.6,60.9,59.2,22,Yes,Yes,No
STUD05096,Male,20,JSS1,89.1,82.4,56.3,63.4,9,No,Yes,No
STUD05097,Male,17,JSS2,91.7,61.2,68.5,83.0,17,No,No,No
STUD05098,Female,20,JSS1,92.6,56.6,41.3,96.9,20,Yes,Yes,No
STUD05099,Female,14,JSS3,77.2,63.1,72.2,79.1,21,No,Yes,No
STUD05100,Male,10,JSS3,99.3,63.2,100.0,74.5,17,Yes,Yes,No
STUD05101,Female,12,JSS1,97.1,71.9,29.1,39.1,20,Yes,No,No
STUD05102,Male,18,JSS2,72.6,63.3,58.2,75.8,2,Yes,Yes,No
STUD05103,Female,13,JSS1,65.3,45.1,57.5,54.2,17,No,Yes,No
STUD05104,Female,12,SS2,89.4,55.2,71.4,65.4,21,No,Yes,No
STUD05105,Female,13,SS1,93.5,44.5,89.1,62.2,2,Yes,Yes,No
STUD05106,Female,14,SS1,88.3,66.9,59.6,77.1,11,Yes,Yes,No
STUD05107,Male,20,SS2,53.9,68.3,69.3,68.2,5,Yes,Yes,Yes
STUD05108,Female,16,SS3,87.5,54.6,47.0,62.5,22,Yes,Yes,No
STUD05109,Female,12,SS2,80.6,51.0,81.7,82.6,11,Yes,Yes,No
STUD05110,Male,11,SS3,66.0,41.1,61.1,42.0,7,Yes,Yes,No
STUD05111,Female,19,JSS1,84.4,97.9,67.2,66.6,20,Yes,Yes,No
STUD05112,Female,19,SS3,81.7,77.6,56.3,79.6,13,Yes,Yes,No
STUD05113,Male,17,JSS2,88.6,72.0,50.6,36.5,6,No,Yes,No
STUD05114,Female,12,SS1,83.2,40.8,76.4,61.3,20,Yes,Yes,No
STUD05115,Female,19,JSS1,57.4,60.0,48.1,43.3,10,Yes,Yes,Yes
STUD05116,Male,10,JSS2,86.8,66.3,54.1,57.1,10,Yes,Yes,No
STUD05117,Male,14,SS3,76.6,40.1,56.6,47.5,15,Yes,Yes,No
STUD05118,Male,17,SS3,84.9,100.0,63.6,68.9,18,No,Yes,No
STUD05119,Female,20,JSS2,73.3,74.2,37.7,32.5,22,Yes,Yes,No
STUD05120,Male,20,SS3,72.0,47.4,85.1,54.1,16,No,Yes,No
STUD05121,Female,20,JSS1,84.1,30.5,72.6,54.6,16,No,Yes,No
STUD05122,Female,17,JSS3,79.9,65.8,74.9,51.8,5,No,Yes,No
STUD05123,Female,11,JSS1,95.9,63.7,53.9,52.8,0,Yes,Yes,No
STUD05124,Male,20,SS3,100.0,54.5,81.3,79.6,9,Yes,Yes,No
STUD05125,Male,18,JSS2,79.2,82.9,56.8,54.0,10,Yes,Yes,No
STUD05126,Male,20,SS1,75.9,40.9,88.4,53.1,8,Yes,Yes,No
STUD05127,Male,14,JSS3,81.3,71.2,44.1,50.8,6,Yes,Yes,No
STUD05128,Male,17,JSS3,86.9,85.0,71.4,54.2,4,No,Yes,No
STUD05129,Male,11,JSS1,70.8,86.7,54.7,81.6,9,No,Yes,No
STUD05130,Male,19,JSS2,92.0,43.7,60.2,69.7,0,Yes,Yes,No
STUD05131,Female,14,JSS2,97.6,26.7,61.7,69.4,17,Yes,Yes,No
STUD05132,Female,20,SS2,100.0,56.6,58.6,68.9,8,Yes,Yes,No
STUD05133,Female,13,SS1,91.9,40.4,70.6,32.6,7,Yes,Yes,No
STUD05134,Female,14,JSS2,87.0,49.6,64.0,95.3,14,No,Yes,No
STUD05135,Female,17,JSS3,77.1,57.4,64.2,77.8,8,No,Yes,No
STUD05136,Female,20,SS2,90.6,55.4,48.4,77.5,21,No,No,No
STUD05137,Female,11,SS3,89.8,51.8,60.6,47.4,22,No,Yes,No
STUD05138,Female,12,JSS3,90.9,46.1,39.0,63.6,23,Yes,Yes,No
STUD05139,Male,17,JSS3,100.0,53.0,65.3,67.7,17,Yes,Yes,No
STUD05140,Female,13,SS1,71.3,56.5,61.7,80.8,10,No,No,No
STUD05141,Female,20,SS2,89.0,82.7,77.2,46.7,13,No,No,No
STUD05142,Male,16,JSS1,99.5,36.5,50.2,42.9,17,Yes,Yes,Yes
STUD05143,Male,17,SS3,90.0,77.7,83.1,64.0,2,No,Yes,No
STUD05144,Female,13,JSS2,68.0,72.1,63.7,85.5,10,No,Yes,No
STUD05145,Male,14,SS1,63.2,75.0,67.8,56.0,8,Yes,Yes,No
STUD05146,Female,18,JSS1,71.6,92.3,88.3,63.3,4,Yes,Yes,No
STUD05147,Female,10,JSS2,97.2,47.9,56.9,51.4,11,No,Yes,No
STUD05148,Male,14,SS3,89.6,61.3,57.4,62.1,6,Yes,No,No
STUD05149,Male,11,SS1,100.0,53.3,76.9,49.8,3,No,Yes,No
STUD05150,Male,20,SS3,87.0,44.2,26.2,58.1,13,No,Yes,Yes
STUD05151,Female,11,SS1,98.5,66.8,43.1,54.5,20,Yes,Yes,No
STUD05152,Female,20,SS3,75.0,56.2,71.3,57.9,14,No,Yes,No
STUD05153,Male,13,SS1,95.6,56.3,64.5,64.8,7,Yes,Yes,No
STUD05154,Female,16,SS2,95.5,76.1,78.1,56.9,18,Yes,Yes,No
STUD05155,Male,16,JSS1,87.9,58.2,66.7,67.0,17,Yes,Yes,No
STUD05156,Female,18,JSS1,84.7,65.4,38.6,50.5,10,Yes,Yes,No
STUD05157,Male,11,SS2,88.1,65.9,47.5,76.1,17,No,Yes,No
