student_id,gender,age,class_level,attendance_rate,math_score,english_score,science_score,prev_math_score,prev_english_score,prev_science_score,study_hours,parental_support,food_security,at_risk
STUD04648,Female,20,SS3,92.2,66.5,71.8,51.3,73.2,69.0,45.8,12,No,Yes,No
STUD04649,Female,20,JSS2,76.5,43.7,57.1,50.8,41.7,54.0,52.9,21,No,Yes,No
STUD04650,Female,10,JSS1,73.4,58.9,58.7,44.8,56.7,54.3,48.5,13,Yes,Yes,No
STUD04651,Male,10,SS3,91.8,50.8,72.3,69.6,47.5,65.6,74.1,6,Yes,Yes,No
STUD04652,Female,18,JSS1,100.0,28.9,62.5,58.2,39.8,58.4,57.8,4,Yes,No,No
STUD04653,Female,15,SS2,100.0,49.7,53.4,27.8,45.9,52.4,30.4,8,Yes,No,Yes
STUD04654,Male,16,JSS3,100.0,53.9,68.0,43.1,57.8,70.8,44.7,0,No,Yes,No
STUD04655,Male,15,JSS2,100.0,70.5,60.3,54.0,71.9,62.4,49.4,13,Yes,Yes,No
STUD04656,Female,10,SS3,87.6,60.2,63.9,51.7,66.4,65.6,51.4,23,Yes,Yes,No
STUD04657,Female,17,SS1,92.6,59.0,37.5,42.5,54.3,36.6,47.8,18,Yes,No,No
STUD04658,Female,17,JSS2,67.2,79.3,69.5,62.4,76.0,55.9,68.2,17,Yes,Yes,No
STUD04659,Female,11,JSS2,81.5,55.9,60.6,90.8,52.2,61.7,83.2,7,Yes,Yes,No
STUD04660,Female,19,SS2,68.1,81.6,75.1,61.9,70.2,71.9,68.1,21,Yes,No,No
STUD04661,Male,16,SS3,93.7,56.6,49.3,51.4,57.1,44.9,50.2,0,Yes,Yes,No
STUD04662,Male,17,SS2,100.0,56.4,55.5,66.7,53.5,50.6,63.6,12,Yes,Yes,No
STUD04663,Male,17,SS1,100.0,59.2,44.3,54.2,57.9,39.1,58.6,21,No,Yes,No
STUD04664,Female,13,JSS1,93.3,59.3,37.4,35.7,61.2,40.1,30.3,19,Yes,No,Yes
STUD04665,Female,19,SS2,99.1,39.3,88.7,58.6,36.9,81.6,62.4,10,Yes,Yes,No
STUD04666,Female,18,JSS3,94.3,47.2,57.2,36.5,48.8,61.8,40.9,2,No,Yes,No
STUD04667,Female,13,SS2,94.8,55.5,78.4,56.3,60.5,77.5,63.7,13,No,Yes,No
STUD04668,Male,13,SS1,70.9,99.3,86.4,47.4,100.0,81.4,58.5,17,Yes,Yes,No
STUD04669,Male,10,SS2,89.3,52.2,95.0,27.3,55.0,88.4,28.7,16,Yes,Yes,No
STUD04670,Male,10,SS1,92.6,56.8,88.5,49.4,55.0,78.5,49.9,12,Yes,Yes,No
STUD04671,Female,11,JSS2,81.7,43.1,60.6,37.1,47.1,60.7,45.2,3,No,No,No
STUD04672,Male,10,JSS2,89.9,63.8,66.6,31.3,56.4,72.3,32.7,9,Yes,Yes,No
STUD04673,Male,19,SS1,73.4,68.6,59.6,41.8,65.0,63.6,38.5,9,No,Yes,No
STUD04674,Female,20,JSS3,94.9,84.0,55.7,47.6,83.7,56.5,45.4,10,Yes,No,No
STUD04675,Male,11,JSS3,79.4,81.9,68.8,61.4,79.2,61.8,56.0,12,No,Yes,No
STUD04676,Male,10,JSS2,73.1,57.8,62.0,56.6,65.6,64.4,56.7,7,Yes,Yes,No
STUD04677,Female,14,JSS1,80.9,58.8,39.9,53.4,60.8,49.7,52.0,21,Yes,No,No
STUD04678,Female,18,SS2,92.3,50.5,91.2,56.6,53.7,86.4,58.5,6,Yes,Yes,No
STUD04679,Male,16,JSS1,91.5,42.5,88.0,54.9,46.3,88.3,50.8,15,Yes,Yes,No
STUD04680,Male,11,SS1,72.4,64.3,79.5,38.1,72.9,86.4,40.3,8,No,Yes,No
STUD04681,Female,12,SS1,90.6,56.0,57.5,71.2,51.9,60.1,76.8,21,Yes,Yes,No
STUD04682,Female,16,SS3,89.8,61.4,64.4,36.2,63.7,70.8,38.3,10,Yes,Yes,No
STUD04683,Male,16,SS1,95.8,71.2,59.8,63.6,76.8,58.6,59.2,5,Yes,No,No
STUD04684,Male,15,JSS3,94.8,77.0,56.2,68.1,72.5,52.6,70.6,17,No,Yes,No
STUD04685,Male,19,JSS2,100.0,42.5,54.8,62.1,50.9,49.1,61.8,5,Yes,Yes,No
STUD04686,Female,19,JSS3,97.7,48.2,24.0,72.8,42.8,26.0,73.0,9,Yes,Yes,No
STUD04687,Male,19,JSS1,85.6,66.4,68.9,36.8,63.5,61.0,36.7,7,Yes,Yes,No
STUD04688,Female,11,SS1,100.0,62.4,44.7,57.1,59.0,39.5,66.0,7,No,Yes,No
STUD04689,Male,11,SS3,99.9,59.5,58.9,61.3,57.6,50.4,55.6,19,No,No,No
STUD04690,Male,12,JSS1,99.9,69.1,79.0,82.7,70.9,76.9,83.1,6,Yes,Yes,No
STUD04691,Male,14,JSS1,85.2,59.8,59.6,32.5,61.1,63.0,33.8,23,Yes,Yes,No
STUD04692,Male,11,SS3,63.6,72.5,65.5,51.4,66.6,60.8,55.7,20,Yes,Yes,No
STUD04693,Female,20,JSS3,95.2,86.1,43.9,30.7,85.7,49.1,37.0,20,Yes,Yes,No
STUD04694,Male,13,SS1,76.1,43.6,81.3,59.4,43.9,76.7,63.0,2,Yes,Yes,No
STUD04695,Female,14,SS2,98.6,48.7,68.6,51.5,41.2,70.1,60.6,16,No,No,No
STUD04696,Female,14,SS3,75.5,63.3,56.0,63.2,63.4,59.4,68.0,7,Yes,Yes,No
STUD04697,Female,18,SS2,81.5,5.1,30.1,53.2,11.9,29.8,54.9,7,Yes,Yes,Yes
STUD04698,Male,18,JSS2,77.5,72.7,44.7,46.4,72.3,46.8,53.3,24,Yes,Yes,No
STUD04699,Female,19,SS1,71.2,92.7,76.7,63.0,99.4,61.7,66.5,0,Yes,Yes,No
STUD04700,Female,20,JSS2,99.6,87.6,73.8,72.3,85.7,77.3,69.4,20,Yes,No,No
STUD04701,Female,15,JSS2,83.5,24.7,54.6,36.1,24.2,50.7,32.0,15,No,Yes,Yes
STUD04702,Female,14,SS2,87.3,50.2,56.5,60.1,48.2,55.5,55.2,9,Yes,Yes,No
STUD04703,Male,16,SS2,66.8,54.2,54.8,55.5,45.4,58.6,53.9,3,No,Yes,No
STUD04704,Male,17,SS2,62.7,54.5,46.9,75.8,55.4,44.3,78.9,0,No,Yes,No
STUD04705,Male,13,SS1,65.5,45.5,60.3,40.8,36.7,54.4,53.5,14,Yes,Yes,No
STUD04706,Male,12,JSS1,93.2,52.1,63.4,40.8,46.7,63.1,45.4,1,Yes,Yes,No
STUD04707,Female,12,JSS3,91.0,56.1,33.4,40.6,52.8,40.4,40.6,9,Yes,Yes,Yes
STUD04708,Female,20,SS2,58.4,83.7,44.0,64.5,85.9,45.9,70.2,21,No,No,Yes
STUD04709,Male,19,SS2,96.1,42.9,43.1,62.8,40.9,38.3,64.8,12,Yes,Yes,No
STUD04710,Male,18,JSS1,82.2,53.5,40.6,94.1,53.5,36.1,82.0,10,No,Yes,No
STUD04711,Male,20,JSS3,86.8,52.1,34.5,15.8,52.8,40.5,22.6,14,No,Yes,Yes
STUD04712,Female,17,JSS3,77.2,42.3,43.3,67.1,40.1,48.3,71.8,15,Yes,Yes,No
STUD04713,Male,15,JSS2,100.0,46.1,70.9,67.1,44.4,75.3,65.9,16,No,No,No
STUD04714,Male,19,JSS1,68.7,61.3,82.7,38.1,59.5,82.6,44.6,16,Yes,Yes,No
STUD04715,Female,14,SS2,95.3,86.4,63.8,54.6,84.2,64.4,56.3,20,Yes,Yes,No
STUD04716,Male,18,SS2,100.0,70.4,50.4,29.0,70.5,47.3,22.9,17,Yes,Yes,No
STUD04717,Male,11,SS1,74.9,46.9,45.3,46.9,49.6,52.4,51.6,12,Yes,Yes,No
STUD04718,Female,13,JSS3,99.9,55.7,60.1,43.4,55.5,57.1,40.9,20,No,No,No
STUD04719,Female,11,SS1,85.0,48.5,73.7,58.8,48.0,67.3,57.8,4,Yes,Yes,No
STUD04720,Male,14,SS1,90.2,60.1,46.8,62.9,53.9,52.5,63.7,9,Yes,Yes,No
STUD04721,Male,13,JSS3,80.7,54.7,68.8,45.1,46.9,75.3,46.9,15,No,Yes,No
STUD04722,Male,12,JSS1,56.9,41.6,59.2,63.6,41.9,59.1,64.7,19,No,Yes,Yes
STUD04723,Female,14,JSS2,82.1,53.9,74.0,67.3,52.7,67.6,61.9,2,No,Yes,No
STUD04724,Female,10,SS1,95.2,80.7,24.4,51.1,74.3,34.2,48.7,8,Yes,No,No
STUD04725,Male,17,JSS2,94.6,65.3,61.5,35.0,59.6,63.5,32.9,24,Yes,Yes,No
STUD04726,Female,14,SS3,73.4,85.9,57.7,60.6,85.1,58.8,55.3,2,Yes,Yes,No
STUD04727,Female,20,SS1,44.7,42.4,53.6,72.0,54.1,53.3,68.1,5,No,Yes,Yes
STUD04728,Female,12,SS1,100.0,57.5,53.9,64.2,64.5,50.4,65.1,11,Yes,Yes,No
STUD04729,Male,20,JSS1,79.2,37.4,64.4,27.8,42.4,67.3,26.4,23,No,Yes,Yes
STUD04730,Female,11,JSS1,77.5,30.5,40.0,50.1,31.8,45.0,50.9,23,Yes,Yes,Yes
STUD04731,Male,11,JSS1,95.6,60.4,96.6,100.0,60.6,93.6,100.0,23,No,Yes,No
STUD04732,Female,11,JSS2,70.4,59.1,53.7,43.1,52.7,54.2,39.8,22,No,No,No
STUD04733,Female,13,SS3,56.3,61.3,71.3,49.8,63.8,71.3,50.7,18,No,No,Yes
STUD04734,Female,12,SS3,89.0,54.4,34.1,38.0,52.6,42.7,41.5,16,Yes,Yes,Yes
STUD04735,Female,17,JSS3,90.4,44.5,56.4,59.6,47.1,56.2,63.4,15,No,Yes,No
STUD04736,Male,19,JSS2,79.9,74.3,39.5,66.5,77.6,45.6,68.2,6,Yes,Yes,No
STUD04737,Female,12,SS3,100.0,70.7,48.4,69.3,73.9,49.3,63.6,12,No,Yes,No
STUD04738,Male,17,JSS3,72.0,68.2,44.8,60.2,59.2,48.4,51.9,14,Yes,Yes,No
STUD04739,Female,11,SS1,100.0,83.4,34.3,53.4,75.5,33.3,56.2,8,Yes,No,No
STUD04740,Female,10,SS2,88.9,55.9,53.7,66.7,55.7,51.1,52.1,0,Yes,Yes,No
STUD04741,Male,14,SS3,100.0,14.0,70.2,72.2,16.2,81.4,70.5,4,No,Yes,No
STUD04742,Female,10,JSS3,100.0,54.8,42.5,42.0,53.5,43.6,44.9,11,Yes,Yes,No
STUD04743,Male,12,SS2,95.2,50.2,77.3,42.9,49.9,69.6,36.7,4,Yes,Yes,No
STUD04744,Male,11,SS3,84.3,62.8,42.0,77.6,52.7,40.2,76.6,15,No,Yes,No
STUD04745,Male,20,JSS2,75.0,76.8,75.0,57.9,70.3,67.7,59.2,4,Yes,Yes,No
STUD04746,Male,13,SS2,88.4,44.4,31.1,52.0,50.0,33.7,47.3,11,No,Yes,Yes
STUD04747,Male,13,SS2,76.9,57.2,48.9,37.6,61.1,61.9,46.4,7,No,Yes,No
STUD04748,Male,16,SS2,98.3,73.9,45.8,47.3,73.9,54.5,47.9,14,No,Yes,No
STUD04749,Male,20,SS2,93.5,51.4,52.7,33.6,55.9,57.4,31.5,11,No,Yes,No
STUD04750,Male,10,JSS3,61.8,79.3,30.2,48.9,82.7,30.9,53.7,0,No,Yes,No
STUD04751,Male,20,JSS2,76.2,68.7,59.2,50.9,69.8,51.6,59.4,2,No,Yes,No
STUD04752,Male,17,SS3,70.2,68.2,69.0,58.4,63.6,69.3,57.8,8,Yes,No,No
STUD04753,Male,19,SS1,86.6,30.4,49.7,66.6,25.5,52.7,67.4,24,Yes,Yes,No
STUD04754,Female,20,SS1,92.2,47.5,56.9,55.4,51.4,54.5,58.0,12,No,Yes,No
STUD04755,Male,19,JSS2,81.2,47.8,46.3,58.1,51.2,44.5,46.2,2,Yes,No,No
STUD04756,Female,15,JSS3,100.0,51.6,83.1,37.4,49.8,80.2,36.4,22,No,Yes,No
STUD04757,Female,11,SS1,83.9,53.6,61.1,53.1,51.2,60.2,62.2,21,Yes,Yes,No
STUD04758,Male,18,SS2,98.7,66.2,55.0,68.5,64.3,57.5,66.3,20,Yes,No,No
STUD04759,Female,11,SS2,71.2,45.7,43.7,52.9,51.3,44.6,48.1,10,No,Yes,No
STUD04760,Female,10,SS1,77.4,44.0,56.5,70.1,49.8,41.6,60.9,13,No,Yes,No
STUD04761,Female,20,SS2,81.2,65.6,56.3,22.5,56.1,45.9,26.8,24,Yes,Yes,No
STUD04762,Female,11,SS2,71.5,52.0,39.9,48.8,51.1,30.9,47.7,1,No,Yes,No
STUD04763,Female,10,SS2,63.9,72.4,64.9,45.2,85.0,63.4,45.7,3,Yes,Yes,No
STUD04764,Female,14,SS1,87.3,61.0,41.4,45.9,61.1,47.6,48.4,5,Yes,Yes,No
STUD04765,Female,14,SS2,94.9,51.8,59.1,63.4,52.0,61.4,71.5,14,Yes,Yes,No
STUD04766,Male,11,JSS3,100.0,58.1,47.1,64.7,54.3,55.9,57.9,4,Yes,Yes,No
STUD04767,Male,20,SS1,81.1,68.0,60.6,35.7,61.7,68.0,45.4,21,Yes,Yes,No
STUD04768,Female,19,JSS1,82.5,46.4,58.3,65.2,49.8,64.6,62.7,2,Yes,Yes,No
STUD04769,Female,20,SS2,93.2,50.1,70.3,67.8,50.5,67.2,72.5,16,Yes,Yes,No
STUD04770,Male,13,SS2,95.4,64.9,67.3,71.2,75.6,59.8,68.1,14,No,Yes,No
STUD04771,Male,16,SS3,97.6,50.4,40.3,56.1,55.3,42.9,58.4,18,Yes,No,No
STUD04772,Male,20,SS2,74.2,46.9,64.8,66.3,41.8,59.3,70.1,4,No,Yes,No
STUD04773,Male,17,SS1,90.2,74.7,45.5,26.2,71.8,52.6,30.5,12,Yes,Yes,No
STUD04774,Male,16,JSS2,76.2,53.7,59.6,61.3,46.8,56.8,61.1,21,No,Yes,No
STUD04775,Male,17,JSS2,92.3,48.2,48.8,46.0,57.5,51.9,45.9,21,Yes,Yes,No
STUD04776,Male,12,SS2,88.2,74.3,52.9,62.1,76.1,51.3,70.6,21,Yes,Yes,No
STUD04777,Female,18,JSS2,85.6,61.1,58.8,41.4,64.2,58.7,39.9,11,Yes,Yes,No
STUD04778,Male,11,JSS2,94.2,46.5,65.2,71.1,48.8,64.1,70.2,18,Yes,Yes,No
STUD04779,Male,20,JSS3,82.8,68.9,67.1,65.9,66.2,67.4,56.9,9,Yes,Yes,No
STUD04780,Female,10,JSS2,79.9,72.2,44.4,40.1,64.1,59.5,34.7,17,Yes,Yes,No
STUD04781,Female,12,SS1,77.3,60.1,46.6,38.1,60.7,49.7,47.1,2,Yes,Yes,No
STUD04782,Male,19,JSS2,83.1,74.1,76.0,56.7,74.4,72.0,46.9,24,Yes,Yes,No
STUD04783,Female,18,JSS3,71.6,50.4,53.5,63.1,60.0,52.2,62.5,15,No,Yes,No
STUD04784,Male,14,SS2,72.0,63.7,67.4,79.7,53.3,68.6,79.7,15,Yes,Yes,No
STUD04785,Female,10,JSS1,86.0,45.8,54.4,80.2,47.6,51.6,80.8,10,Yes,Yes,No
STUD04786,Female,19,JSS1,74.3,100.0,85.9,41.7,100.0,81.7,39.6,7,Yes,No,No
STUD04787,Male,11,SS1,91.9,32.7,45.1,24.5,28.9,47.6,25.7,3,Yes,No,Yes
STUD04788,Female,11,SS3,100.0,44.0,69.4,45.3,45.1,75.0,45.4,3,Yes,Yes,No
STUD04789,Female,13,JSS1,56.3,64.2,73.9,66.0,68.1,72.3,63.5,11,Yes,Yes,Yes
STUD04790,Male,15,JSS3,100.0,69.8,44.1,73.9,64.4,41.3,71.0,17,Yes,Yes,No
STUD04791,Female,11,SS2,76.9,63.0,68.0,58.6,61.6,77.6,61.2,10,No,Yes,No
STUD04792,Male,14,SS3,83.1,68.1,80.9,93.7,66.9,70.3,93.9,20,No,Yes,No
STUD04793,Female,15,SS3,76.1,27.3,57.2,57.2,26.3,56.8,56.6,9,No,Yes,No
STUD04794,Female,10,JSS3,87.5,69.3,59.5,59.6,71.1,54.2,62.4,11,No,Yes,No
STUD04795,Male,13,SS3,89.0,79.3,42.3,59.7,76.7,46.2,59.0,21,Yes,Yes,No
STUD04796,Female,15,SS3,74.9,56.3,60.8,36.4,52.9,56.0,33.3,12,No,Yes,No
STUD04797,Male,13,JSS1,96.8,37.4,64.6,59.4,36.8,65.0,57.0,15,Yes,Yes,No
STUD04798,Male,18,JSS1,94.1,66.1,76.7,60.3,66.6,76.8,65.7,21,Yes,Yes,No
STUD04799,Male,13,JSS1,56.9,84.0,71.7,58.3,83.5,78.7,56.3,16,Yes,Yes,Yes
STUD04800,Female,20,SS1,86.6,33.1,40.6,52.8,36.9,42.3,48.6,17,Yes,Yes,Yes
STUD04801,Male,20,SS2,98.5,53.7,52.7,60.7,55.7,58.3,57.1,24,Yes,Yes,No
STUD04802,Female,12,JSS3,88.8,63.1,67.7,37.0,63.4,69.4,33.4,5,Yes,Yes,No
STUD04803,Male,18,JSS1,84.8,48.7,64.5,67.3,48.0,62.3,60.3,15,No,Yes,No
STUD04804,Male,20,SS1,81.2,49.4,62.2,58.7,45.3,61.1,69.6,11,Yes,Yes,No
STUD04805,Male,17,JSS3,74.2,62.5,44.1,62.2,58.1,45.0,69.3,24,No,Yes,No
STUD04806,Male,10,SS3,88.2,71.0,52.9,33.9,54.9,55.0,32.0,14,Yes,Yes,No
STUD04807,Male,11,JSS1,75.9,56.9,85.7,71.6,58.8,73.8,66.8,21,No,Yes,No
STUD04808,Male,10,JSS1,99.8,40.0,53.6,61.0,33.8,48.0,63.0,10,Yes,No,No
STUD04809,Male,19,SS2,91.8,59.6,39.6,49.0,55.6,38.4,55.1,11,Yes,No,No
STUD04810,Female,10,SS1,80.8,77.1,49.0,66.4,74.5,51.3,66.3,23,No,No,No
STUD04811,Female,11,JSS3,82.9,66.6,70.4,43.7,72.4,74.4,47.4,15,No,Yes,No
STUD04812,Male,12,SS1,70.5,57.1,58.9,60.4,50.6,57.4,52.4,17,Yes,No,No
STUD04813,Male,10,SS2,93.6,66.0,66.2,51.7,66.8,62.7,47.7,19,Yes,Yes,No
STUD04814,Male,10,JSS1,86.1,53.5,58.1,38.3,57.9,52.5,41.2,20,Yes,No,No
STUD04815,Female,15,SS2,100.0,44.4,69.2,64.4,54.4,69.8,60.9,14,Yes,Yes,No
STUD04816,Male,18,JSS1,77.7,51.1,77.2,62.4,51.1,68.3,59.1,17,No,No,No
STUD04817,Male,10,JSS3,75.9,65.6,54.9,41.7,63.7,47.2,40.2,13,Yes,Yes,No
STUD04818,Male,20,SS1,100.0,72.1,67.5,37.8,76.9,65.5,39.2,1,No,Yes,No
STUD04819,Male,13,JSS3,97.3,52.4,60.4,64.9,57.3,63.3,63.5,11,Yes,Yes,No
STUD04820,Male,15,SS3,85.6,51.3,74.0,71.1,53.1,74.7,77.4,18,No,Yes,No
STUD04821,Female,11,JSS1,74.2,49.0,65.6,46.8,44.9,63.0,38.5,21,Yes,Yes,No
STUD04822,Male,15,JSS2,97.6,36.1,66.7,67.1,44.0,65.6,62.5,15,Yes,Yes,No
STUD04823,Male,16,SS2,84.1,76.1,65.3,47.4,77.8,75.2,47.7,5,Yes,Yes,No
STUD04824,Female,10,SS1,92.6,42.0,60.8,67.9,37.5,58.1,75.2,8,Yes,Yes,No
STUD04825,Female,19,SS1,81.6,69.7,61.7,37.4,74.2,67.4,31.7,11,No,Yes,No
STUD04826,Male,11,SS1,80.8,60.1,49.5,50.6,54.5,41.3,47.8,5,Yes,Yes,No
STUD04827,Male,14,SS1,98.7,44.4,58.1,45.0,49.1,51.8,48.9,23,Yes,Yes,No
STUD04828,Male,11,JSS3,100.0,46.2,75.2,14.7,47.5,75.8,27.6,7,Yes,Yes,No
STUD04829,Male,16,JSS1,79.1,45.3,59.8,43.7,37.7,65.6,43.2,2,No,Yes,No
STUD04830,Female,20,SS1,100.0,48.3,74.0,86.3,49.8,62.0,88.3,14,Yes,Yes,No
STUD04831,Female,18,JSS3,80.4,43.3,42.1,58.9,48.3,49.2,57.9,18,Yes,Yes,No
STUD04832,Female,15,SS1,89.1,61.4,86.5,45.2,53.7,87.6,45.5,23,No,Yes,No
STUD04833,Female,16,JSS2,89.8,60.9,61.5,56.4,60.0,63.9,51.2,23,Yes,Yes,No
STUD04834,Female,12,JSS1,66.5,27.2,78.0,53.7,24.7,77.5,56.6,22,Yes,Yes,No
STUD04835,Female,17,JSS3,81.6,54.0,60.4,69.0,56.5,62.5,69.0,19,Yes,Yes,No
STUD04836,Male,17,JSS2,74.3,53.7,19.9,59.4,57.3,20.3,53.2,13,Yes,No,Yes
STUD04837,Female,14,JSS3,76.8,67.5,57.1,55.9,61.7,60.0,52.6,16,Yes,No,No
STUD04838,Female,12,JSS2,98.9,85.2,59.0,64.6,81.6,51.8,63.0,7,No,Yes,No
STUD04839,Female,13,SS2,78.7,48.3,57.0,52.9,55.6,61.5,52.8,12,No,Yes,No
STUD04840,Female,11,SS3,73.9,66.7,50.2,40.7,65.3,50.6,37.8,9,Yes,Yes,No
STUD04841,Male,17,JSS2,100.0,44.3,55.1,47.0,38.1,54.3,53.1,24,No,Yes,No
STUD04842,Male,15,JSS2,75.4,67.2,66.5,55.3,64.9,66.8,49.5,18,Yes,Yes,No
STUD04843,Female,15,SS3,77.7,81.0,61.3,53.1,80.7,64.6,45.4,21,Yes,Yes,No
STUD04844,Female,14,SS3,86.4,53.0,82.1,42.8,49.6,85.2,45.7,16,No,Yes,No
STUD04845,Female,17,SS1,90.3,82.6,31.8,53.8,86.4,35.4,52.4,1,No,Yes,No
STUD04846,Male,12,SS1,94.2,72.6,72.4,49.2,70.2,69.2,51.5,1,Yes,Yes,No
STUD04847,Male,19,JSS3,64.6,58.2,58.7,40.5,51.1,69.9,45.9,15,Yes,Yes,No
STUD04848,Male,17,SS3,62.6,69.9,53.3,47.4,60.1,53.8,54.0,24,Yes,Yes,No
STUD04849,Male,15,JSS1,88.1,57.7,77.5,42.8,49.0,77.3,39.1,3,Yes,Yes,No
STUD04850,Male,19,JSS2,98.0,60.5,43.9,72.2,55.7,49.2,78.8,13,No,Yes,No
STUD04851,Male,12,SS1,90.2,41.7,50.5,46.6,43.4,45.8,48.6,19,Yes,Yes,No
STUD04852,Female,14,JSS3,78.5,53.5,50.6,66.6,52.5,57.3,65.2,16,Yes,No,No
STUD04853,Male,16,JSS2,79.5,85.2,64.2,68.8,77.9,63.8,81.5,17,Yes,Yes,No
STUD04854,Female,15,JSS1,89.2,61.5,58.3,51.8,59.6,58.2,51.1,11,Yes,Yes,No
STUD04855,Male,10,SS2,86.5,59.6,58.9,56.3,61.7,54.9,58.2,18,No,No,No
STUD04856,Female,10,JSS1,89.2,55.5,51.0,30.2,55.6,47.8,38.7,20,No,Yes,No
STUD04857,Female,10,SS2,88.6,74.3,52.8,58.8,66.7,62.9,57.4,4,Yes,Yes,No
STUD04858,Female,15,JSS3,65.0,28.4,32.7,71.4,34.3,36.2,69.6,0,No,Yes,Yes
STUD04859,Female,11,JSS3,87.1,52.9,74.7,62.8,56.4,72.1,67.5,21,No,No,No
STUD04860,Male,18,SS3,81.4,58.1,46.8,62.2,47.3,52.0,49.1,9,Yes,Yes,No
STUD04861,Male,17,SS2,93.3,47.9,70.8,43.2,43.9,71.1,43.1,1,Yes,Yes,No
STUD04862,Female,13,JSS1,86.7,86.5,44.8,57.8,90.5,39.9,55.0,18,Yes,Yes,No
STUD04863,Male,16,JSS3,75.8,61.2,30.4,32.3,61.3,37.6,41.1,12,No,Yes,Yes
STUD04864,Male,12,JSS1,79.5,46.9,77.0,36.1,55.2,76.4,34.2,1,No,Yes,No
STUD04865,Male,11,SS1,71.5,73.2,100.0,61.1,66.6,95.3,59.7,23,Yes,Yes,No
STUD04866,Female,15,SS2,100.0,44.1,46.4,50.2,45.5,43.9,51.7,23,Yes,No,No
STUD04867,Female,11,SS1,97.2,78.8,93.7,48.1,73.7,91.2,53.2,19,Yes,Yes,No
STUD04868,Female,10,SS2,77.6,47.7,77.6,45.5,55.8,68.5,50.0,10,Yes,Yes,No
STUD04869,Male,14,JSS2,100.0,73.7,18.7,79.5,73.1,19.5,79.1,6,Yes,No,No
STUD04870,Male,14,SS3,94.9,84.3,50.2,66.2,83.4,50.1,73.6,3,Yes,Yes,No
STUD04871,Male,12,JSS3,88.1,76.9,56.4,33.3,71.2,59.2,36.5,20,Yes,Yes,No
STUD04872,Female,17,JSS1,85.1,73.5,35.4,79.6,70.1,45.8,76.2,8,No,Yes,No
STUD04873,Male,17,JSS3,99.5,61.3,50.8,48.7,64.6,51.3,54.0,15,No,Yes,No
STUD04874,Female,14,SS1,83.4,55.6,53.2,71.6,58.2,54.7,67.7,18,No,Yes,No
STUD04875,Female,20,SS1,89.1,41.4,65.8,47.2,45.3,67.0,55.8,11,No,Yes,No
STUD04876,Female,19,SS1,78.7,94.2,96.7,56.4,100.0,86.4,50.5,14,Yes,Yes,No
STUD04877,Female,18,SS1,96.6,48.8,81.9,46.2,42.4,73.2,58.0,10,Yes,Yes,No
STUD04878,Male,17,SS2,87.9,60.8,75.9,56.4,52.5,73.6,58.2,4,Yes,Yes,No
STUD04879,Female,16,SS3,65.7,44.8,45.4,42.4,50.8,43.0,38.6,12,Yes,Yes,Yes
STUD04880,Male,11,JSS3,97.4,68.7,53.6,51.0,65.9,53.8,56.0,13,No,Yes,No
STUD04881,Male,17,JSS3,83.1,59.4,49.1,44.8,60.6,48.4,51.7,10,Yes,Yes,No
STUD04882,Female,19,SS1,82.1,83.5,78.1,100.0,85.0,71.4,99.3,21,No,Yes,No
STUD04883,Female,14,SS1,100.0,50.7,17.2,70.7,52.5,23.8,62.3,10,Yes,Yes,No
STUD04884,Female,10,SS3,74.3,54.3,46.0,71.0,46.5,50.3,74.2,9,No,Yes,No
STUD04885,Male,11,JSS2,74.0,51.4,55.6,80.6,54.4,55.4,72.4,20,Yes,No,No
STUD04886,Female,11,SS3,86.9,47.3,84.3,57.2,52.0,87.7,58.4,23,Yes,Yes,No
STUD04887,Female,10,JSS1,88.7,45.8,56.6,73.2,47.3,59.2,75.3,17,Yes,Yes,No
STUD04888,Female,19,JSS3,100.0,58.7,50.1,72.8,71.4,60.1,67.8,4,Yes,Yes,No
STUD04889,Male,19,JSS3,67.8,46.7,58.1,74.7,49.8,53.7,71.7,18,Yes,Yes,No
STUD04890,Male,16,JSS3,81.1,63.5,47.2,68.5,61.8,51.0,66.8,14,Yes,Yes,No
STUD04891,Female,17,SS2,81.2,63.0,57.2,62.9,66.5,64.8,66.8,1,No,No,No
STUD04892,Female,11,JSS2,90.2,63.5,45.3,49.8,55.8,47.6,53.9,1,Yes,Yes,No
STUD04893,Male,16,JSS2,100.0,53.7,49.8,68.2,53.2,49.8,65.7,5,Yes,Yes,No
STUD04894,Male,19,SS3,100.0,55.4,75.8,74.5,62.5,75.3,66.6,20,Yes,Yes,No
STUD04895,Male,14,JSS3,84.1,52.6,43.2,47.2,51.8,43.3,51.8,14,No,Yes,No
STUD04896,Male,11,JSS2,77.2,69.5,30.0,48.6,69.5,42.7,43.3,10,Yes,No,No
STUD04897,Female,15,JSS2,82.5,71.7,75.0,59.6,69.4,71.5,64.8,3,No,No,No
STUD04898,Male,12,JSS2,75.7,29.4,56.1,36.4,30.9,59.1,30.7,14,Yes,Yes,Yes
STUD04899,Male,13,JSS1,81.1,54.2,34.6,21.8,58.5,31.6,28.7,21,Yes,Yes,Yes
STUD04900,Male,12,JSS2,85.7,72.9,70.6,45.4,68.3,71.8,50.1,19,No,Yes,No
STUD04901,Male,10,JSS2,96.2,40.6,39.3,45.7,51.1,41.8,45.7,15,Yes,Yes,Yes
